nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,organic_matter_pct,temperature_avg_c,humidity_pct,rainfall_mm,soil_type,region,season,recommended_crop
67.1,39.5,160.5,6.74,1.631,23.2,63.3,21.7,Calcareous,North_Coast,Winter,Potato
85.8,46.0,247.6,5.61,1.628,22.2,73.2,15.3,Clay,NewLands,Nile,Potato
49.8,40.2,135.7,7.07,2.116,14.7,72.3,23.9,Calcareous,North_Coast,Winter,Fava Beans
69.2,52.9,191.4,7.34,1.122,23.9,46.5,5.8,Sandy,Delta,Nile,Tomato
108.6,35.6,177.6,6.4,1.6,28.1,47.8,2.5,Clay,Upper_Egypt,Summer,Sugarcane
27.4,43.2,170.4,6.9,1.4,15.5,81.3,31.1,Clay,Delta,Winter,Fava Beans
90.0,30.8,234.5,6.74,1.993,25.3,54.9,2.5,Clay,NewLands,Summer,Sugarcane
89.0,45.0,181.7,7.21,0.909,14.2,60.5,10.6,Clay,Sinai,Winter,Wheat
84.1,42.5,203.5,6.3,1.9,17.5,64.1,25.6,Sandy,North_Coast,Nile,Potato
73.5,20.5,157.0,7.36,1.97,19.2,44.3,33.9,Sandy,Delta,Winter,Wheat
43.4,26.8,109.1,6.5,1.0,12.1,77.1,40.8,Sandy,Delta,Winter,Fava Beans
81.6,29.9,210.5,5.7,2.4,16.2,65.0,2.2,Sandy,North_Coast,Winter,Potato
83.5,41.6,181.3,6.2,3.0,33.9,66.0,8.1,Clay,Delta,Nile,Rice
100.2,45.5,191.0,6.8,2.0,26.6,54.4,2.3,Clay,North_Coast,Nile,Tomato
73.6,54.5,206.8,5.87,3.062,34.9,61.4,4.3,Clay,Delta,Summer,Rice
39.0,33.6,173.7,6.2,1.9,11.9,72.1,29.1,Clay,North_Coast,Winter,Fava Beans
105.1,34.3,188.0,7.1,2.5,22.0,74.3,4.2,Clay,Delta,Summer,Maize
92.9,26.8,200.1,7.6,2.1,17.4,60.2,18.4,Clay,Upper_Egypt,Winter,Wheat
64.5,42.1,228.8,7.0,1.8,22.1,69.6,3.4,Loamy,Delta,Nile,Tomato
85.4,35.6,254.2,5.9,1.6,31.2,73.5,5.4,Loamy,Delta,Summer,Rice
90.9,40.4,226.1,6.7,2.0,25.4,50.9,5.6,Calcareous,Delta,Nile,Tomato
91.7,40.1,168.4,6.2,2.8,33.5,70.7,6.7,Loamy,Delta,Summer,Rice
85.3,41.4,196.9,6.5,2.5,31.8,78.1,9.3,Clay,NewLands,Summer,Rice
95.5,30.2,213.4,6.8,2.0,29.7,33.0,4.2,Clay,Upper_Egypt,Nile,Sugarcane
81.9,38.4,132.2,6.03,1.132,26.2,79.6,2.1,Loamy,Delta,Summer,Maize
109.6,35.2,154.7,5.95,2.89,34.0,61.7,6.3,Loamy,NewLands,Nile,Rice
68.7,26.8,188.1,6.6,1.4,12.7,57.3,29.4,Sandy,Delta,Winter,Wheat
45.9,32.4,155.3,8.0,1.7,39.8,20.3,4.7,Sandy,Delta,Summer,Cotton
103.2,40.0,166.2,5.66,2.678,24.9,51.2,13.9,Loamy,NewLands,Winter,Potato
49.2,43.4,136.7,6.01,2.43,9.7,66.4,19.3,Clay,North_Coast,Winter,Fava Beans
92.2,49.3,207.0,6.64,1.754,28.2,49.2,4.6,Loamy,Upper_Egypt,Nile,Tomato
104.5,39.2,196.2,5.82,2.685,17.7,73.0,22.7,Sandy,Delta,Summer,Potato
85.3,32.6,159.3,6.5,2.971,21.7,63.7,7.3,Loamy,Sinai,Nile,Tomato
24.4,31.0,184.0,7.1,2.2,15.9,67.9,30.4,Clay,Sinai,Winter,Fava Beans
91.3,38.5,184.0,7.0,2.0,32.3,36.8,2.4,Clay,Upper_Egypt,Nile,Sugarcane
95.6,29.6,159.1,7.35,0.892,24.0,54.5,3.3,Clay,Upper_Egypt,Summer,Maize
75.2,42.9,201.9,7.45,1.616,29.9,67.8,7.9,Clay,Upper_Egypt,Summer,Maize
24.5,43.2,139.6,6.3,2.38,15.3,77.0,32.0,Clay,Delta,Winter,Fava Beans
89.2,39.4,183.5,7.6,2.1,25.2,61.4,5.0,Loamy,Upper_Egypt,Summer,Maize
100.3,48.9,194.6,5.62,3.121,26.0,64.4,0.3,Loamy,North_Coast,Summer,Rice
92.3,33.4,128.8,6.58,2.753,16.5,53.9,58.2,Sandy,Upper_Egypt,Winter,Wheat
72.8,54.8,213.8,6.74,2.28,25.6,80.1,4.7,Clay,Delta,Summer,Rice
63.8,35.6,218.7,5.52,1.819,18.8,62.9,2.4,Clay,Delta,Nile,Potato
39.5,19.7,180.0,7.2,1.7,14.0,73.0,33.5,Clay,Sinai,Winter,Fava Beans
86.9,38.7,190.2,5.8,2.7,28.4,77.0,1.9,Loamy,North_Coast,Summer,Rice
63.9,20.8,203.2,7.0,0.86,30.7,26.2,6.3,Calcareous,NewLands,Summer,Cotton
96.9,24.4,140.2,7.4,2.099,20.8,57.5,58.9,Clay,NewLands,Winter,Wheat
97.9,51.9,259.7,6.73,2.447,38.0,38.2,3.1,Sandy,NewLands,Nile,Sugarcane
72.6,26.1,167.0,6.9,1.1,36.4,25.4,7.0,Loamy,Delta,Summer,Cotton
53.1,45.6,167.8,7.1,1.6,15.5,75.4,35.6,Clay,Delta,Winter,Fava Beans
73.9,39.1,202.2,6.6,1.8,16.6,64.9,30.4,Loamy,Delta,Nile,Potato
78.4,42.8,216.0,6.68,2.365,21.6,50.3,40.8,Clay,Upper_Egypt,Winter,Wheat
89.9,36.1,159.2,5.82,2.847,29.2,70.6,4.7,Loamy,North_Coast,Nile,Rice
94.4,35.4,140.7,6.45,0.926,23.0,79.1,7.1,Clay,Delta,Summer,Maize
87.1,23.7,172.5,7.3,1.6,18.7,43.5,20.7,Clay,Delta,Winter,Wheat
34.5,26.8,116.7,7.39,1.803,11.3,66.4,63.1,Clay,Sinai,Winter,Fava Beans
96.7,40.5,188.9,5.6,2.7,33.4,70.3,4.3,Clay,Delta,Summer,Rice
102.6,37.3,209.1,5.85,2.157,27.4,75.3,6.3,Loamy,Delta,Summer,Maize
97.0,47.3,238.4,6.4,2.7,28.4,79.3,4.7,Clay,NewLands,Nile,Rice
117.5,37.5,156.6,6.95,2.393,28.5,75.1,4.9,Loamy,Upper_Egypt,Summer,Maize
80.1,37.3,156.4,7.6,1.7,17.8,56.6,28.7,Clay,Delta,Winter,Wheat
67.7,41.5,179.2,6.6,1.9,22.5,52.4,4.2,Sandy,North_Coast,Winter,Tomato
55.3,36.5,191.3,6.9,1.1,35.7,26.8,6.5,Sandy,Delta,Summer,Cotton
86.5,34.4,243.4,6.1,1.7,19.8,68.5,16.7,Loamy,Delta,Nile,Potato
31.4,37.1,164.5,7.1,1.9,12.5,79.2,4.6,Clay,Upper_Egypt,Winter,Fava Beans
94.2,32.7,206.0,6.2,2.2,20.3,72.6,16.8,Sandy,Delta,Nile,Potato
108.3,47.7,167.4,6.27,2.049,28.9,81.1,2.2,Loamy,NewLands,Summer,Rice
100.0,39.7,176.1,6.26,1.803,22.0,64.1,0.1,Sandy,North_Coast,Summer,Maize
97.6,37.5,252.1,6.14,2.099,25.8,31.7,2.3,Clay,Upper_Egypt,Nile,Sugarcane
71.1,30.8,253.2,6.1,2.1,21.3,66.7,2.7,Loamy,North_Coast,Summer,Tomato
80.3,42.3,183.7,7.6,2.1,13.9,53.1,22.4,Sandy,Delta,Nile,Wheat
45.3,37.6,207.9,6.9,1.1,34.3,26.2,3.5,Sandy,Delta,Summer,Cotton
47.9,43.8,164.2,6.3,1.1,35.1,21.6,4.5,Clay,Delta,Summer,Cotton
84.4,34.6,205.8,6.3,2.3,30.4,72.5,4.7,Clay,Delta,Summer,Rice
81.1,30.0,223.6,5.9,2.5,33.7,72.7,6.8,Clay,NewLands,Summer,Rice
67.6,42.7,171.3,6.14,1.934,19.9,52.5,6.6,Loamy,Delta,Nile,Potato
75.9,48.7,183.6,7.68,2.595,21.8,56.0,37.0,Loamy,Upper_Egypt,Winter,Wheat
107.2,41.1,156.5,7.0,1.413,22.0,62.4,1.7,Clay,NewLands,Summer,Maize
49.5,44.3,192.1,6.59,0.565,36.9,31.5,6.3,Sandy,Delta,Summer,Cotton
41.2,42.3,176.3,6.8,1.9,12.3,84.2,38.9,Sandy,Delta,Winter,Fava Beans
70.8,44.4,167.4,6.42,1.95,22.3,69.7,0.3,Calcareous,Upper_Egypt,Winter,Tomato
52.0,44.0,128.9,7.5,1.5,32.1,38.3,7.9,Sandy,Upper_Egypt,Summer,Cotton
82.7,50.7,197.2,5.6,1.9,19.7,61.7,1.3,Loamy,Sinai,Winter,Potato
95.3,34.4,171.8,6.8,1.0,20.4,58.2,5.0,Clay,Upper_Egypt,Summer,Maize
91.7,35.3,129.1,7.43,2.55,12.3,48.4,35.0,Sandy,Upper_Egypt,Winter,Wheat
106.7,51.9,207.1,6.43,2.29,27.7,77.9,0.3,Clay,Delta,Summer,Rice
73.6,44.7,210.5,6.2,2.4,16.1,59.9,30.0,Loamy,North_Coast,Nile,Potato
78.0,43.6,205.0,6.2,1.7,31.6,35.3,3.9,Sandy,Upper_Egypt,Nile,Sugarcane
99.6,46.2,205.8,5.72,2.535,34.1,66.7,5.9,Loamy,Delta,Summer,Rice
66.2,45.2,237.5,6.3,1.9,26.6,61.5,19.8,Clay,North_Coast,Winter,Potato
89.4,33.2,166.7,6.6,1.7,35.7,42.8,3.8,Clay,Upper_Egypt,Nile,Sugarcane
86.1,38.0,197.4,6.8,2.3,20.5,38.1,4.3,Sandy,Delta,Winter,Tomato
65.7,20.8,166.6,7.3,1.2,37.4,35.2,5.1,Clay,Upper_Egypt,Summer,Cotton
86.7,40.4,168.1,6.78,1.648,34.8,44.7,0.6,Loamy,Upper_Egypt,Summer,Sugarcane
64.0,29.3,159.9,6.3,1.6,40.5,36.8,5.2,Clay,NewLands,Nile,Cotton
65.9,45.6,190.3,7.31,1.066,22.7,48.9,0.7,Calcareous,North_Coast,Nile,Tomato
113.7,33.2,207.9,6.93,1.673,29.4,60.2,1.9,Clay,Delta,Summer,Rice
67.8,42.2,213.2,8.1,1.8,39.9,22.0,4.5,Sandy,Upper_Egypt,Nile,Cotton
80.6,46.7,165.0,5.9,2.134,19.7,66.4,29.3,Sandy,NewLands,Nile,Potato
54.5,38.2,185.8,7.0,0.8,32.0,43.8,3.6,Clay,NewLands,Summer,Cotton
73.0,22.6,135.6,7.77,1.223,31.9,41.0,7.8,Sandy,NewLands,Summer,Cotton
114.4,35.4,241.5,6.53,2.976,29.7,80.4,3.0,Loamy,Delta,Summer,Rice
52.6,42.4,148.3,6.7,2.3,12.5,68.7,41.2,Sandy,Delta,Winter,Fava Beans
48.2,33.4,139.2,7.2,1.0,33.5,40.1,0.0,Sandy,Upper_Egypt,Summer,Cotton
58.8,30.0,166.0,7.3,1.5,34.7,40.6,4.6,Calcareous,Delta,Summer,Cotton
69.6,43.5,194.1,5.9,1.1,23.1,72.0,23.3,Sandy,Sinai,Nile,Potato
97.8,24.6,181.6,6.8,1.7,16.7,62.7,26.7,Sandy,North_Coast,Nile,Wheat
101.7,42.4,132.4,6.36,1.654,28.8,51.7,0.4,Clay,Delta,Summer,Maize
72.0,44.7,137.1,7.14,0.855,35.3,43.3,2.4,Sandy,Delta,Summer,Cotton
85.9,34.8,217.7,6.2,1.9,24.0,79.6,6.8,Loamy,NewLands,Summer,Rice
47.2,44.9,195.6,7.4,1.2,38.8,33.6,3.9,Sandy,Upper_Egypt,Summer,Cotton
44.4,37.0,150.8,6.77,0.593,30.7,25.0,4.7,Sandy,Delta,Summer,Cotton
85.1,30.2,225.3,7.3,1.9,26.4,47.2,4.7,Sandy,Sinai,Nile,Tomato
96.0,42.3,206.1,6.1,2.4,32.0,70.7,1.9,Loamy,NewLands,Summer,Rice
49.3,25.9,171.6,6.5,2.0,14.0,74.8,13.7,Clay,Upper_Egypt,Winter,Fava Beans
91.3,49.8,175.0,5.97,2.97,22.1,58.6,31.7,Loamy,North_Coast,Winter,Potato
73.5,29.6,176.6,7.3,1.9,28.0,75.9,4.1,Loamy,Upper_Egypt,Summer,Maize
54.8,18.0,140.4,7.1,1.4,13.6,87.4,22.3,Calcareous,Delta,Winter,Fava Beans
108.9,32.1,202.0,6.35,2.055,29.4,64.6,4.5,Calcareous,Upper_Egypt,Winter,Tomato
75.3,32.6,156.1,6.1,1.1,30.5,35.4,1.4,Clay,Upper_Egypt,Summer,Cotton
62.8,36.7,213.7,6.08,2.641,27.6,43.8,4.7,Sandy,Sinai,Nile,Tomato
20.8,45.3,189.5,6.8,1.9,17.5,70.7,37.5,Sandy,North_Coast,Winter,Fava Beans
89.5,26.8,211.7,6.38,3.069,36.8,67.9,1.6,Clay,Delta,Nile,Rice
97.9,33.4,146.4,7.37,0.898,15.6,54.7,30.8,Loamy,Upper_Egypt,Winter,Wheat
103.7,35.2,160.9,7.47,2.246,22.9,65.9,5.3,Loamy,Delta,Nile,Tomato
24.0,39.7,169.8,7.3,2.8,13.6,77.5,42.5,Loamy,Delta,Winter,Fava Beans
82.7,46.5,175.0,6.8,1.3,25.7,74.4,8.8,Clay,Delta,Summer,Maize
64.6,48.7,169.1,6.79,2.15,23.5,68.0,12.6,Sandy,Sinai,Winter,Potato
53.7,34.9,121.9,6.74,1.607,35.1,38.6,3.7,Clay,Upper_Egypt,Summer,Cotton
78.3,46.4,176.2,6.6,1.6,26.4,63.2,4.5,Sandy,Sinai,Summer,Tomato
68.1,47.1,209.1,6.5,1.5,20.7,65.1,4.6,Loamy,Delta,Winter,Potato
41.3,49.0,172.5,7.15,1.581,19.1,64.3,56.7,Sandy,North_Coast,Winter,Fava Beans
88.1,29.8,160.5,7.34,2.152,30.1,80.0,1.1,Clay,Upper_Egypt,Summer,Maize
48.7,38.9,144.1,6.2,1.3,9.5,77.8,41.6,Clay,North_Coast,Winter,Fava Beans
71.1,39.8,162.6,7.1,2.2,12.4,42.1,65.0,Sandy,Delta,Winter,Wheat
100.2,40.6,206.6,6.03,2.868,26.9,66.1,4.1,Clay,Delta,Nile,Tomato
30.0,40.2,149.1,7.38,1.667,16.3,64.3,42.3,Loamy,Delta,Winter,Fava Beans
94.0,40.6,198.5,6.3,2.1,32.2,44.3,1.7,Loamy,NewLands,Nile,Sugarcane
95.6,33.9,174.2,7.14,2.392,11.4,51.2,22.6,Loamy,Upper_Egypt,Winter,Wheat
90.8,35.3,152.4,7.4,1.6,13.1,58.9,23.7,Clay,Delta,Winter,Wheat
94.9,37.1,276.8,7.3,1.4,30.3,44.5,3.9,Sandy,Upper_Egypt,Nile,Sugarcane
73.8,48.7,184.9,6.79,2.01,19.0,59.9,6.8,Clay,Sinai,Winter,Wheat
28.4,35.6,124.8,6.4,2.619,16.7,86.9,63.8,Sandy,North_Coast,Nile,Fava Beans
47.5,37.3,180.4,6.6,2.4,8.9,80.6,33.6,Calcareous,Upper_Egypt,Winter,Fava Beans
93.6,44.5,197.1,6.77,1.745,29.7,79.9,5.0,Loamy,Delta,Summer,Maize
72.3,48.1,189.0,6.14,1.567,27.0,66.7,4.3,Clay,North_Coast,Nile,Maize
98.1,46.9,202.1,6.9,1.212,30.3,53.8,2.0,Loamy,Upper_Egypt,Summer,Sugarcane
67.4,30.7,185.0,7.14,2.284,17.0,52.4,34.7,Calcareous,North_Coast,Winter,Wheat
67.4,21.1,181.5,6.64,1.852,39.1,38.4,6.5,Sandy,NewLands,Summer,Cotton
41.0,29.0,174.1,7.4,0.9,32.5,33.0,5.5,Clay,Delta,Summer,Cotton
74.4,34.3,181.6,6.8,1.7,13.3,62.4,19.8,Clay,NewLands,Nile,Wheat
89.7,34.8,203.8,7.2,2.5,25.3,40.0,1.6,Sandy,Delta,Nile,Tomato
77.0,50.4,193.4,7.7,2.2,30.4,73.1,2.3,Clay,Delta,Summer,Maize
86.4,22.5,217.3,7.5,2.6,34.9,50.7,4.9,Sandy,Upper_Egypt,Summer,Sugarcane
91.9,37.8,167.3,6.3,2.7,34.1,39.8,2.2,Loamy,Upper_Egypt,Summer,Sugarcane
74.7,51.3,213.7,6.12,2.213,33.9,26.0,0.7,Clay,Upper_Egypt,Summer,Sugarcane
22.0,23.6,156.8,7.7,1.7,16.5,82.5,35.8,Clay,Sinai,Winter,Fava Beans
96.9,28.5,208.6,6.62,1.816,17.3,46.7,6.4,Clay,Delta,Winter,Wheat
83.8,25.1,192.5,6.44,1.505,22.5,78.3,5.1,Clay,North_Coast,Summer,Maize
87.2,22.7,144.2,7.2,1.274,13.1,50.3,11.7,Calcareous,Upper_Egypt,Winter,Wheat
32.9,26.1,123.4,6.65,2.161,15.2,80.3,20.7,Sandy,North_Coast,Winter,Fava Beans
90.2,20.6,193.9,7.01,2.244,13.9,62.5,41.2,Sandy,Sinai,Winter,Wheat
118.6,35.8,178.2,6.3,1.7,21.3,75.5,6.2,Clay,Upper_Egypt,Summer,Maize
37.7,38.3,136.8,6.7,1.6,13.5,77.3,32.3,Sandy,North_Coast,Winter,Fava Beans
98.5,40.7,216.8,6.23,2.882,27.3,64.5,6.2,Clay,Delta,Summer,Rice
74.0,46.7,148.9,6.99,0.942,12.9,62.4,16.6,Clay,Upper_Egypt,Winter,Wheat
90.2,29.7,209.0,7.6,2.5,13.0,57.1,31.7,Clay,Upper_Egypt,Winter,Wheat
66.0,31.8,154.2,7.8,2.691,21.7,61.5,19.8,Clay,Upper_Egypt,Winter,Wheat
93.0,56.4,177.7,6.0,1.7,24.1,64.0,27.1,Loamy,North_Coast,Winter,Potato
67.6,32.9,184.4,6.02,1.929,38.3,21.7,7.4,Clay,Delta,Summer,Cotton
80.5,46.6,191.1,5.3,3.1,22.0,64.4,27.3,Sandy,Delta,Winter,Potato
78.1,39.6,170.4,7.7,2.1,15.6,42.2,12.8,Calcareous,NewLands,Winter,Wheat
39.6,38.9,155.6,7.92,2.325,17.8,73.7,28.2,Clay,Upper_Egypt,Winter,Fava Beans
83.9,42.2,161.4,6.6,1.11,21.6,57.2,7.4,Clay,Delta,Summer,Tomato
45.5,32.9,161.8,7.6,1.5,10.5,84.3,35.2,Loamy,Upper_Egypt,Winter,Fava Beans
52.6,34.8,184.7,6.6,1.6,33.4,29.3,0.7,Loamy,Upper_Egypt,Summer,Cotton
97.8,40.8,226.8,6.7,2.8,30.2,40.7,3.6,Loamy,Upper_Egypt,Summer,Sugarcane
86.6,36.1,159.4,6.9,1.329,23.2,57.4,3.1,Sandy,Upper_Egypt,Summer,Maize
42.2,44.6,205.8,7.79,1.942,41.5,43.0,5.6,Clay,Delta,Summer,Cotton
80.5,28.7,187.3,6.52,2.607,19.6,69.5,8.1,Loamy,North_Coast,Winter,Potato
109.5,46.2,210.3,6.9,2.2,33.9,37.6,3.6,Loamy,NewLands,Summer,Sugarcane
94.4,33.5,249.0,5.4,1.1,19.1,67.5,1.9,Sandy,Delta,Winter,Potato
104.7,44.0,248.8,6.02,1.197,27.9,65.5,0.1,Calcareous,Sinai,Nile,Tomato
87.1,50.1,235.2,6.51,1.991,29.3,65.1,5.9,Loamy,North_Coast,Summer,Rice
95.2,38.1,188.9,5.9,2.5,29.4,72.2,2.4,Clay,Delta,Summer,Rice
86.9,38.6,184.9,7.33,2.119,13.8,61.6,18.1,Clay,Delta,Winter,Wheat
64.4,41.6,168.8,7.45,1.165,41.6,34.6,5.8,Sandy,NewLands,Summer,Cotton
70.1,20.9,126.8,7.69,2.179,20.7,48.0,35.0,Loamy,Sinai,Winter,Wheat
90.7,47.9,209.6,5.5,2.087,16.1,50.8,5.6,Loamy,Delta,Winter,Potato
94.1,40.0,210.4,7.32,1.742,20.7,63.5,1.7,Clay,North_Coast,Summer,Maize
79.8,29.7,159.8,6.37,0.815,26.4,53.9,2.7,Sandy,NewLands,Summer,Maize
78.1,40.5,189.1,6.6,2.3,33.6,70.5,5.7,Clay,NewLands,Summer,Rice
32.4,28.7,188.8,6.6,1.5,16.4,86.9,27.1,Clay,Delta,Winter,Fava Beans
94.4,34.6,221.3,6.23,2.406,28.4,43.4,2.5,Loamy,Upper_Egypt,Nile,Sugarcane
100.5,33.6,161.6,6.7,1.3,31.2,78.6,4.3,Sandy,NewLands,Summer,Maize
70.8,46.1,199.6,6.7,1.0,22.6,60.3,4.3,Loamy,North_Coast,Winter,Tomato
97.9,33.2,158.4,5.84,1.862,17.1,52.6,12.7,Loamy,Delta,Winter,Potato
41.4,39.6,134.4,7.0,2.4,12.7,75.0,53.3,Sandy,Delta,Winter,Fava Beans
40.5,43.9,159.8,6.4,1.7,13.3,86.2,24.3,Clay,Sinai,Winter,Fava Beans
49.6,24.8,150.8,7.0,1.1,33.9,33.5,7.8,Loamy,NewLands,Summer,Cotton
98.3,49.2,261.1,6.27,2.677,22.7,51.4,32.6,Sandy,North_Coast,Nile,Potato
55.5,21.0,194.8,6.6,1.5,33.0,26.7,3.8,Clay,Upper_Egypt,Summer,Cotton
39.2,42.9,142.7,7.7,2.1,8.9,77.2,44.8,Calcareous,North_Coast,Winter,Fava Beans
93.8,23.9,214.7,6.76,1.603,17.2,44.5,22.8,Sandy,Delta,Winter,Wheat
84.0,43.2,228.6,5.97,2.232,20.5,68.2,7.1,Sandy,Delta,Summer,Maize
43.2,17.4,166.1,7.5,0.7,35.3,29.2,3.5,Sandy,Delta,Summer,Cotton
71.6,50.7,194.6,6.24,1.863,28.4,69.4,5.3,Loamy,Delta,Summer,Rice
99.5,55.8,213.9,7.1,1.5,22.5,42.6,3.0,Loamy,NewLands,Nile,Sugarcane
103.4,54.7,157.8,6.54,1.007,25.0,49.0,0.9,Sandy,Upper_Egypt,Winter,Tomato
107.9,41.6,202.0,7.32,2.855,25.5,65.4,0.9,Calcareous,North_Coast,Summer,Tomato
81.5,41.6,180.6,7.4,1.4,21.4,53.6,7.7,Loamy,Delta,Nile,Tomato
96.3,50.7,209.7,6.66,1.904,33.6,70.3,0.2,Clay,Delta,Summer,Rice
80.3,24.9,163.2,6.84,1.747,21.5,56.9,6.9,Sandy,Upper_Egypt,Summer,Maize
73.2,21.9,176.5,7.5,1.5,15.0,46.0,33.4,Calcareous,Sinai,Winter,Wheat
93.6,49.6,185.0,6.01,1.43,19.8,51.4,3.1,Clay,Sinai,Nile,Tomato
114.8,41.4,204.5,6.04,2.255,25.6,68.1,1.4,Clay,Delta,Summer,Rice
42.4,25.7,172.5,7.8,1.6,13.2,76.0,36.8,Sandy,North_Coast,Winter,Fava Beans
29.1,21.9,139.8,7.1,2.2,11.8,73.8,46.6,Loamy,Delta,Winter,Fava Beans
87.8,28.5,130.3,6.76,1.14,19.8,50.4,16.5,Sandy,North_Coast,Winter,Wheat
23.0,42.5,154.0,7.56,2.278,16.9,67.4,19.1,Clay,Sinai,Winter,Fava Beans
45.9,39.2,177.5,7.2,2.0,33.1,42.4,4.2,Clay,Delta,Summer,Cotton
24.2,26.4,158.1,7.4,2.1,17.2,62.1,33.0,Clay,Upper_Egypt,Winter,Fava Beans
82.4,34.7,189.9,6.3,2.3,29.2,64.2,5.1,Clay,Delta,Summer,Rice
99.2,42.6,160.2,6.73,2.775,31.4,56.4,5.2,Sandy,North_Coast,Nile,Tomato
99.3,34.7,213.7,6.0,1.519,25.2,48.3,5.9,Clay,Delta,Summer,Tomato
86.5,39.8,191.4,5.7,2.7,24.6,51.8,12.6,Loamy,Delta,Winter,Potato
91.6,33.5,207.0,6.8,2.3,25.5,55.2,1.8,Sandy,Sinai,Nile,Tomato
102.9,38.6,205.1,5.65,2.458,17.1,52.4,19.6,Sandy,Sinai,Winter,Potato
51.9,30.5,159.8,7.1,1.0,38.7,36.7,5.2,Calcareous,Upper_Egypt,Summer,Cotton
43.6,32.2,131.4,7.6,1.4,40.7,39.7,2.8,Clay,NewLands,Summer,Cotton
86.9,42.6,168.0,6.7,1.7,27.2,70.9,3.8,Loamy,Upper_Egypt,Nile,Tomato
95.8,47.7,200.0,6.74,1.744,25.4,70.2,6.2,Clay,Upper_Egypt,Summer,Maize
79.2,20.3,215.1,6.74,0.972,18.9,46.3,13.3,Clay,Delta,Winter,Wheat
73.8,43.4,200.4,6.6,1.9,38.9,44.8,3.1,Clay,Upper_Egypt,Nile,Sugarcane
111.2,52.8,181.9,6.73,1.72,32.4,71.5,1.4,Loamy,NewLands,Summer,Rice
70.3,33.2,178.8,6.67,1.307,31.2,68.5,1.0,Sandy,NewLands,Summer,Maize
70.4,23.2,148.1,6.0,1.575,23.8,60.7,1.5,Loamy,Delta,Summer,Maize
81.0,29.3,211.0,6.2,1.6,26.1,53.4,5.3,Calcareous,Delta,Summer,Maize
70.8,27.2,168.8,6.13,2.748,24.8,57.6,6.5,Loamy,NewLands,Winter,Potato
85.9,40.6,200.7,7.3,1.8,19.9,48.0,53.6,Loamy,Upper_Egypt,Winter,Wheat
81.1,41.2,226.5,7.37,1.255,27.2,32.8,1.4,Loamy,Upper_Egypt,Summer,Sugarcane
27.9,26.0,142.6,7.35,1.159,17.0,68.3,32.6,Loamy,Sinai,Nile,Fava Beans
92.0,39.2,195.6,6.2,2.6,18.5,67.4,29.4,Loamy,North_Coast,Winter,Potato
71.8,43.1,186.0,6.54,1.835,20.5,70.1,4.9,Loamy,Delta,Summer,Maize
78.8,38.1,183.5,7.35,2.509,27.4,68.5,0.8,Loamy,Sinai,Winter,Tomato
87.3,54.0,155.0,6.53,1.777,22.0,70.5,6.3,Loamy,North_Coast,Nile,Tomato
68.8,40.6,162.7,6.8,1.8,15.1,43.4,32.2,Clay,NewLands,Winter,Wheat
75.4,28.1,211.6,6.2,1.6,21.8,65.6,5.5,Loamy,Upper_Egypt,Summer,Maize
76.1,42.6,218.8,7.45,1.455,20.5,52.9,0.7,Sandy,Delta,Nile,Tomato
76.4,31.7,135.0,6.2,1.2,38.8,31.4,1.9,Clay,Upper_Egypt,Summer,Cotton
94.8,41.6,193.3,7.2,2.4,24.4,46.3,8.0,Sandy,North_Coast,Winter,Tomato
62.7,43.6,232.8,6.1,2.5,14.5,73.5,19.2,Sandy,Delta,Winter,Potato
60.8,49.5,192.0,6.69,1.765,21.2,77.6,7.8,Clay,North_Coast,Nile,Potato
79.8,28.0,180.6,6.94,2.743,30.7,77.9,1.2,Loamy,NewLands,Summer,Rice
86.4,44.8,206.0,6.4,2.8,31.8,77.8,3.1,Clay,Delta,Summer,Rice
97.1,37.3,200.6,6.3,1.2,39.8,40.0,0.0,Loamy,Upper_Egypt,Summer,Sugarcane
65.6,32.6,173.5,7.6,1.6,18.1,47.4,32.3,Loamy,Upper_Egypt,Winter,Wheat
111.7,50.3,195.9,6.9,2.2,25.7,48.7,3.9,Clay,Upper_Egypt,Nile,Sugarcane
110.8,29.0,178.2,6.11,2.354,38.9,41.3,2.3,Sandy,Upper_Egypt,Nile,Sugarcane
40.2,23.1,164.3,7.7,1.5,40.7,35.8,1.7,Clay,Upper_Egypt,Summer,Cotton
94.6,47.6,212.1,6.7,2.3,27.2,77.9,6.4,Loamy,Delta,Summer,Rice
99.0,33.9,198.1,7.08,1.477,29.9,54.1,4.7,Loamy,Upper_Egypt,Nile,Sugarcane
90.8,45.1,215.4,6.4,1.8,30.9,68.5,7.0,Clay,Delta,Summer,Rice
98.4,49.1,208.2,6.0,2.1,34.1,71.9,2.4,Clay,Delta,Summer,Rice
102.7,41.3,195.9,6.93,1.833,26.3,43.1,4.4,Clay,Upper_Egypt,Summer,Tomato
96.8,44.2,155.1,7.23,1.371,11.3,54.3,29.4,Calcareous,Sinai,Winter,Wheat
74.4,44.0,203.3,7.4,2.2,20.4,51.0,27.8,Calcareous,North_Coast,Winter,Wheat
86.9,30.5,181.7,6.03,2.0,31.8,73.2,2.9,Clay,NewLands,Summer,Maize
60.2,34.6,152.9,6.73,1.321,20.0,51.9,23.7,Loamy,Delta,Winter,Potato
