crop,area_feddans,region,season,soil_type,yield_tonnes_per_feddan,production_tonnes
Rice,403,North_Coast,Nile,Loamy,3.497,1409.3
Tomato,154,Delta,Winter,Sandy,16.006,2464.9
Tomato,107,Sinai,Summer,Loamy,18.269,1954.8
Maize,695,Delta,Summer,Calcareous,3.019,2098.2
Potato,157,Delta,Summer,Sandy,12.548,1970.0
Wheat,438,NewLands,Winter,Loamy,2.892,1266.7
Fava Beans,37,Delta,Winter,Clay,3.984,147.4
Fava Beans,117,Sinai,Winter,Clay,5.364,627.6
Tomato,36,Delta,Nile,Sandy,13.885,499.9
Sugarcane,802,NewLands,Nile,Clay,49.049,39337.3
Maize,342,Upper_Egypt,Summer,Calcareous,3.229,1104.3
Fava Beans,84,Sinai,Nile,Sandy,3.133,263.2
Cotton,272,NewLands,Summer,Loamy,0.814,221.4
Maize,97,North_Coast,Summer,Loamy,2.898,281.1
Maize,205,Delta,Summer,Sandy,1.941,397.9
Cotton,106,Upper_Egypt,Nile,Sandy,0.95,100.7
Sugarcane,355,NewLands,Summer,Clay,39.078,13872.7
Rice,209,North_Coast,Summer,Clay,3.428,716.5
Maize,463,Upper_Egypt,Summer,Calcareous,2.871,1329.3
Maize,349,North_Coast,Summer,Loamy,3.073,1072.5
Potato,28,NewLands,Winter,Sandy,8.48,237.4
Sugarcane,909,Upper_Egypt,Summer,Clay,58.486,53163.8
Fava Beans,8,Sinai,Winter,Loamy,5.535,44.3
Maize,414,Upper_Egypt,Summer,Clay,2.818,1166.7
Fava Beans,163,Upper_Egypt,Winter,Loamy,5.801,945.6
Rice,719,Delta,Summer,Loamy,5.120720000000001,3681.8
Cotton,246,Delta,Summer,Clay,1.088,267.6
Sugarcane,538,Upper_Egypt,Nile,Sandy,34.915,18784.3
Maize,327,NewLands,Summer,Clay,3.174,1037.9
Fava Beans,157,North_Coast,Winter,Clay,4.729,742.5
Cotton,43,Upper_Egypt,Summer,Clay,1.361,58.5
Maize,359,Upper_Egypt,Summer,Calcareous,2.528,907.6
Cotton,14,Upper_Egypt,Summer,Loamy,1.384,19.4
Fava Beans,157,Upper_Egypt,Winter,Clay,5.459,857.1
Fava Beans,100,Upper_Egypt,Winter,Sandy,3.574,357.4
Rice,119,Delta,Summer,Loamy,2.989,355.7
Wheat,462,Sinai,Winter,Clay,1.749,808.0
Wheat,96,Delta,Winter,Sandy,2.464,236.5
Rice,665,Delta,Summer,Loamy,4.137,2751.1
Sugarcane,427,Upper_Egypt,Summer,Loamy,61.66886000000001,26332.6
Rice,658,North_Coast,Nile,Clay,3.979,2618.2
Cotton,126,Upper_Egypt,Summer,Sandy,1.041,131.2
Tomato,105,Delta,Nile,Calcareous,15.695,1648.0
Wheat,424,Upper_Egypt,Winter,Loamy,1.684,714.0
Wheat,335,NewLands,Winter,Clay,2.023,677.7
Tomato,75,Delta,Nile,Sandy,12.911,968.3
Sugarcane,407,Upper_Egypt,Nile,Clay,42.534,17311.3
Wheat,434,Upper_Egypt,Winter,Loamy,3.015,1308.5
Fava Beans,57,Sinai,Winter,Loamy,4.786,272.8
Tomato,77,Delta,Nile,Clay,11.757,905.3
Rice,570,Delta,Summer,Clay,3.873,2207.6
Tomato,125,North_Coast,Nile,Sandy,10.523,1315.4
Wheat,156,North_Coast,Winter,Calcareous,1.993,310.9
Cotton,285,NewLands,Summer,Clay,0.958,273.0
Tomato,102,Sinai,Nile,Loamy,16.499,1682.9
Potato,234,NewLands,Winter,Clay,9.394,2198.2
Maize,553,Upper_Egypt,Summer,Clay,3.27,1808.3
Rice,178,North_Coast,Summer,Loamy,4.263,758.8
Maize,429,Upper_Egypt,Summer,Clay,3.237,1388.7
Maize,899,North_Coast,Summer,Loamy,3.629,3262.5
Wheat,150,North_Coast,Winter,Loamy,1.675,251.2
Cotton,44,Upper_Egypt,Nile,Loamy,0.936,41.2
Tomato,108,Delta,Summer,Sandy,9.785,1056.8
Maize,516,NewLands,Summer,Loamy,2.897,1494.9
Rice,26,NewLands,Summer,Clay,3.256,84.7
Tomato,87,Upper_Egypt,Summer,Sandy,11.817,1028.1
Maize,670,NewLands,Summer,Sandy,3.004,2012.7
Cotton,114,Delta,Summer,Clay,1.272,145.0
Rice,724,North_Coast,Summer,Loamy,3.18,2302.3
Sugarcane,387,NewLands,Nile,Loamy,54.136,20950.6
Sugarcane,461,Upper_Egypt,Summer,Clay,51.527,23753.9
Wheat,140,Delta,Winter,Clay,2.816,394.2
Maize,499,Delta,Summer,Sandy,2.906,1450.1
Cotton,292,Delta,Summer,Clay,1.08,315.4
Fava Beans,48,Upper_Egypt,Winter,Clay,4.033,193.6
Maize,199,NewLands,Summer,Clay,3.34,664.7
Sugarcane,478,Upper_Egypt,Summer,Sandy,37.978,18153.5
Potato,225,Delta,Winter,Loamy,13.52,3042.0
Tomato,114,North_Coast,Nile,Sandy,13.439,1532.0
Cotton,173,Upper_Egypt,Nile,Sandy,0.828,143.2
Potato,260,North_Coast,Winter,Sandy,12.434,3232.8
Tomato,92,Delta,Nile,Clay,13.497,1241.7
Rice,466,Delta,Summer,Loamy,2.838,1322.5
Wheat,216,Upper_Egypt,Winter,Clay,2.775,599.4
Maize,72,North_Coast,Summer,Clay,3.632,261.5
Cotton,281,NewLands,Summer,Clay,1.251,351.5
Rice,244,North_Coast,Summer,Clay,4.885,1191.9
Fava Beans,113,North_Coast,Winter,Sandy,4.857,548.8
Fava Beans,111,Delta,Winter,Clay,6.273,696.3
Fava Beans,172,Upper_Egypt,Winter,Calcareous,4.535,780.0
Maize,821,NewLands,Summer,Sandy,0.8172900000000001,671.0
Maize,241,Upper_Egypt,Summer,Clay,3.949,951.7
Potato,104,Sinai,Winter,Sandy,11.091,1153.5
Fava Beans,134,Upper_Egypt,Winter,Loamy,4.968,665.7
Fava Beans,94,Sinai,Winter,Loamy,4.777,449.0
Tomato,61,North_Coast,Winter,Loamy,11.053,674.2
Sugarcane,996,Upper_Egypt,Summer,Clay,61.66886000000001,61422.2
Fava Beans,115,Upper_Egypt,Winter,Clay,7.25,833.8
Cotton,245,Delta,Summer,Loamy,1.423,348.6
Cotton,174,Upper_Egypt,Summer,Sandy,1.031,179.4
Rice,185,Delta,Summer,Loamy,4.969,919.3
Sugarcane,901,Upper_Egypt,Nile,Clay,49.541,44636.4
Wheat,451,Upper_Egypt,Nile,Clay,2.139,964.7
Maize,313,Delta,Summer,Sandy,2.488,778.7
Rice,592,Delta,Summer,Loamy,3.778,2236.6
Cotton,145,Delta,Nile,Loamy,1.04,150.8
Rice,678,Delta,Summer,Clay,4.963,3364.9
Sugarcane,959,Upper_Egypt,Nile,Sandy,37.703,36157.2
Fava Beans,42,Upper_Egypt,Winter,Calcareous,4.81,202.0
Sugarcane,744,NewLands,Nile,Loamy,44.967,33455.4
Wheat,471,Upper_Egypt,Winter,Clay,1.928,908.1
Fava Beans,179,Sinai,Winter,Clay,4.903,877.6
Cotton,63,Upper_Egypt,Summer,Clay,1.248,78.6
Maize,324,North_Coast,Summer,Clay,2.992,969.4
Potato,18,North_Coast,Winter,Loamy,14.321,257.8
Potato,245,North_Coast,Winter,Calcareous,9.137,2238.6
Tomato,61,Delta,Summer,Loamy,18.345,1119.0
Wheat,206,Upper_Egypt,Winter,Loamy,2.167,446.4
Maize,303,Upper_Egypt,Summer,Sandy,1.746,529.0
Fava Beans,198,Upper_Egypt,Winter,Loamy,4.868,963.9
Potato,94,Sinai,Summer,Clay,11.8,1109.2
Potato,175,Sinai,Winter,Sandy,11.398,1994.6
Sugarcane,44,Upper_Egypt,Summer,Loamy,48.658,2141.0
Maize,265,Delta,Summer,Clay,3.604,955.1
Rice,758,Delta,Summer,Loamy,4.917,3727.1
Tomato,58,Upper_Egypt,Nile,Sandy,11.575,671.3
Wheat,319,Sinai,Winter,Clay,1.791,571.3
Potato,239,NewLands,Winter,Clay,9.446,2257.6
Maize,635,NewLands,Summer,Clay,2.973,1887.9
Wheat,116,North_Coast,Winter,Clay,2.894,335.7
Fava Beans,129,Sinai,Nile,Loamy,4.042,521.4
Maize,890,Delta,Summer,Clay,3.012,2680.7
Wheat,429,Delta,Winter,Sandy,2.038,874.3
Potato,197,NewLands,Nile,Clay,8.389,1652.6
Tomato,113,North_Coast,Winter,Clay,8.631,975.3
Cotton,81,Upper_Egypt,Summer,Calcareous,1.001,81.1
Tomato,162,Sinai,Nile,Loamy,11.292,1829.3
Cotton,227,Delta,Summer,Sandy,0.904,205.2
Potato,152,Sinai,Winter,Calcareous,10.802,1641.9
Tomato,170,Delta,Winter,Sandy,9.911,1684.9
Potato,220,NewLands,Summer,Sandy,10.196,2243.1
Rice,113,Delta,Summer,Clay,3.159,357.0
Fava Beans,192,North_Coast,Nile,Clay,5.788,1111.3
Rice,751,North_Coast,Nile,Loamy,3.212,2412.2
Wheat,374,North_Coast,Winter,Loamy,2.107,788.0
Wheat,497,Sinai,Winter,Clay,2.661,1322.5
Potato,42,North_Coast,Nile,Loamy,11.342,476.4
Maize,334,Upper_Egypt,Summer,Loamy,3.149,1051.8
Cotton,56,NewLands,Summer,Sandy,0.784,43.9
Fava Beans,194,Delta,Winter,Sandy,2.969,576.0
Cotton,27,Upper_Egypt,Summer,Loamy,1.238,33.4
Rice,345,North_Coast,Summer,Clay,4.35,1500.7
Tomato,52,Delta,Winter,Sandy,14.876,773.6
Potato,146,NewLands,Winter,Sandy,12.45,1817.7
Maize,923,Upper_Egypt,Summer,Clay,2.41,2224.4
Fava Beans,177,North_Coast,Nile,Loamy,2.668,472.2
Wheat,108,Delta,Winter,Clay,2.761,298.2
Maize,953,Upper_Egypt,Summer,Loamy,3.764,3587.1
Tomato,158,Upper_Egypt,Winter,Loamy,14.073,2223.5
Tomato,188,Sinai,Nile,Loamy,11.155,2097.1
Wheat,132,Delta,Winter,Clay,2.315,305.6
Cotton,232,Delta,Summer,Sandy,1.397,324.1
Wheat,413,Delta,Winter,Calcareous,2.692,1111.8
Potato,43,NewLands,Summer,Sandy,10.174,437.5
Cotton,187,Delta,Summer,Sandy,1.135,212.2
Maize,707,Upper_Egypt,Nile,Loamy,2.16,1527.1
Wheat,451,North_Coast,Winter,Clay,2.852,1286.3
Fava Beans,77,Delta,Winter,Sandy,6.036,464.8
Sugarcane,666,Upper_Egypt,Summer,Loamy,51.603,34367.6
Wheat,313,North_Coast,Winter,Loamy,3.396,1062.9
Maize,459,Upper_Egypt,Summer,Clay,2.517,1155.3
Maize,467,Delta,Summer,Clay,2.306,1076.9
Fava Beans,60,Delta,Winter,Sandy,4.817,289.0
Maize,770,Upper_Egypt,Summer,Calcareous,3.035,2337.0
Fava Beans,189,Upper_Egypt,Winter,Loamy,3.446,651.3
Sugarcane,442,Upper_Egypt,Nile,Sandy,43.926,19415.3
Cotton,52,Delta,Summer,Loamy,0.957,49.8
Maize,249,Delta,Summer,Clay,2.147,534.6
Fava Beans,111,North_Coast,Winter,Loamy,4.079,452.8
Potato,27,Sinai,Winter,Sandy,10.617,286.7
Potato,294,Delta,Winter,Sandy,15.202,4469.4
Maize,775,Delta,Summer,Sandy,2.598,2013.4
Wheat,383,Delta,Winter,Loamy,2.612,1000.4
Cotton,290,Upper_Egypt,Summer,Sandy,1.285,372.6
Tomato,108,North_Coast,Summer,Sandy,9.685,1046.0
Fava Beans,142,Sinai,Winter,Sandy,4.682,664.8
Wheat,257,Upper_Egypt,Winter,Calcareous,1.793,460.8
Cotton,177,Delta,Nile,Sandy,1.002,177.4
Tomato,179,Upper_Egypt,Nile,Sandy,14.331,2565.2
Maize,121,Upper_Egypt,Summer,Clay,3.403,411.8
Sugarcane,525,Upper_Egypt,Summer,Clay,46.53,24428.2
Wheat,171,Delta,Winter,Sandy,2.69,460.0
Rice,43,Delta,Summer,Clay,4.896,210.5
Sugarcane,747,Upper_Egypt,Nile,Clay,53.583,40026.5
Maize,870,NewLands,Summer,Loamy,2.497,2172.4
Cotton,73,Delta,Summer,Clay,1.134,82.8
Cotton,266,Delta,Nile,Clay,1.106,294.2
Potato,269,Sinai,Winter,Calcareous,10.471,2816.7
Cotton,274,Upper_Egypt,Summer,Sandy,1.106,303.0
Rice,163,Delta,Summer,Clay,5.120720000000001,834.7
Tomato,188,Delta,Summer,Loamy,5.1417,966.6
Cotton,169,NewLands,Summer,Sandy,0.967,163.4
Tomato,95,Sinai,Nile,Loamy,13.552,1287.4
Fava Beans,59,Upper_Egypt,Winter,Clay,5.983,353.0
Tomato,77,Upper_Egypt,Summer,Clay,12.045,927.5
Potato,30,Sinai,Winter,Sandy,12.035,361.0
Fava Beans,87,North_Coast,Winter,Loamy,5.99,521.1
Potato,154,Sinai,Winter,Sandy,13.317,2050.8
Potato,61,Sinai,Winter,Loamy,12.536,764.7
Wheat,267,Upper_Egypt,Winter,Calcareous,1.167,311.6
Cotton,145,NewLands,Nile,Clay,0.788,114.3
Potato,186,Delta,Winter,Sandy,13.396,2491.7
Rice,243,Delta,Summer,Clay,4.011,974.7
Wheat,416,Sinai,Winter,Clay,2.609,1085.3
Cotton,244,Delta,Summer,Loamy,1.5572700000000002,380.0
Tomato,31,Upper_Egypt,Winter,Sandy,11.093,343.9
Cotton,139,NewLands,Summer,Calcareous,0.691,96.0
Wheat,166,North_Coast,Winter,Clay,2.285,379.3
Potato,244,Delta,Summer,Sandy,9.046,2207.2
Tomato,21,Delta,Winter,Calcareous,6.364,133.6
Maize,83,Delta,Summer,Clay,1.757,145.8
Wheat,94,North_Coast,Nile,Clay,1.396,131.2
Tomato,37,North_Coast,Nile,Loamy,14.335,530.4
Cotton,166,NewLands,Summer,Sandy,0.956,158.7
Cotton,291,Upper_Egypt,Summer,Sandy,1.104,321.3
Sugarcane,510,Upper_Egypt,Summer,Loamy,52.064,26552.6
Wheat,365,Upper_Egypt,Winter,Clay,1.295,472.7
Wheat,341,Upper_Egypt,Winter,Loamy,1.449,494.1
Rice,82,North_Coast,Summer,Loamy,4.87,399.3
Potato,230,North_Coast,Winter,Sandy,9.516,2188.7
Rice,741,Delta,Summer,Loamy,3.448,2555.0
Rice,584,NewLands,Summer,Clay,3.779,2206.9
Fava Beans,196,Upper_Egypt,Winter,Clay,4.822,945.1
Rice,273,North_Coast,Summer,Clay,2.863,781.6
Rice,390,NewLands,Summer,Clay,4.436,1730.0
Rice,439,Delta,Summer,Clay,4.164,1828.0
Fava Beans,77,Sinai,Winter,Clay,7.117,548.0
Cotton,109,Delta,Summer,Loamy,1.268,138.2
Tomato,195,Delta,Nile,Calcareous,10.006,1951.2
Cotton,228,Delta,Summer,Clay,1.145,261.1
Sugarcane,485,Upper_Egypt,Nile,Sandy,43.91,21296.4
Wheat,129,Sinai,Winter,Clay,1.719,221.8
Sugarcane,822,Upper_Egypt,Summer,Sandy,39.783,32701.6
Wheat,238,Delta,Winter,Clay,1.479,352.0
Cotton,212,Upper_Egypt,Summer,Loamy,1.532,324.8
Sugarcane,271,Upper_Egypt,Nile,Clay,46.521,12607.2
Fava Beans,168,Delta,Nile,Clay,6.332,1063.8
Maize,908,NewLands,Summer,Sandy,2.926,2656.8
Wheat,86,Delta,Winter,Loamy,2.13,183.2
Wheat,193,Sinai,Winter,Sandy,1.441,278.1
Fava Beans,145,Delta,Winter,Loamy,3.683,534.0
Potato,186,North_Coast,Winter,Loamy,11.064,2057.9
Sugarcane,274,Upper_Egypt,Nile,Clay,57.909,15867.1
Potato,145,NewLands,Winter,Sandy,14.755,2139.5
Tomato,88,Sinai,Nile,Clay,18.476,1625.9
Sugarcane,738,NewLands,Summer,Clay,47.291,34900.8
Rice,122,Delta,Summer,Clay,5.120720000000001,624.7
Potato,67,Sinai,Nile,Clay,11.468,768.4
Maize,995,Delta,Nile,Calcareous,1.943,1933.3
Wheat,187,Delta,Winter,Clay,2.663,498.0
Potato,202,Sinai,Winter,Loamy,11.274,2277.3
Maize,946,NewLands,Summer,Loamy,4.145,3921.2
Cotton,14,Upper_Egypt,Summer,Sandy,0.847,11.9
Cotton,48,Delta,Summer,Clay,1.417,68.0
Sugarcane,182,Upper_Egypt,Nile,Loamy,47.544,8653.0
Maize,297,Upper_Egypt,Summer,Loamy,1.711,508.2
Cotton,135,NewLands,Summer,Calcareous,0.785,106.0
Sugarcane,525,Upper_Egypt,Summer,Clay,46.997,24673.4
Cotton,224,Delta,Summer,Sandy,0.946,211.9
Tomato,5,Delta,Winter,Sandy,11.523,57.6
Fava Beans,171,Upper_Egypt,Winter,Calcareous,5.679,971.1
Rice,710,Delta,Summer,Loamy,2.639,1873.7
Sugarcane,366,Upper_Egypt,Nile,Clay,54.444,19926.5
Cotton,209,Delta,Summer,Sandy,1.016,212.3
Sugarcane,268,NewLands,Summer,Clay,42.432,11371.8
Tomato,26,North_Coast,Nile,Sandy,17.167,446.3
Rice,710,Delta,Nile,Clay,4.346,3085.7
Sugarcane,30,Upper_Egypt,Summer,Loamy,48.451,1453.5
Potato,65,Delta,Nile,Loamy,11.559,751.3
Wheat,87,Sinai,Winter,Sandy,1.508,131.2
Cotton,41,NewLands,Summer,Calcareous,0.744,30.5
Fava Beans,56,Upper_Egypt,Winter,Loamy,5.127,287.1
Potato,224,North_Coast,Winter,Calcareous,12.009,2690.0
Potato,235,Sinai,Winter,Loamy,14.151,3325.5
Wheat,59,North_Coast,Winter,Sandy,1.99,117.4
Rice,796,Delta,Summer,Clay,5.120720000000001,4076.1
Maize,959,Delta,Summer,Sandy,2.108,2021.6
Rice,297,Delta,Summer,Clay,4.071,1209.1
Tomato,170,North_Coast,Nile,Sandy,14.129,2401.9
Tomato,187,Upper_Egypt,Summer,Loamy,16.339,3055.4
Potato,256,North_Coast,Winter,Sandy,10.075,2579.2
Maize,351,Upper_Egypt,Summer,Clay,2.882,1011.6
Maize,474,Delta,Summer,Calcareous,1.752,830.4
Maize,612,North_Coast,Summer,Sandy,1.377,842.7
Wheat,271,Delta,Winter,Clay,2.293,621.4
Sugarcane,351,NewLands,Nile,Loamy,45.615,16010.9
Potato,281,Delta,Nile,Clay,9.45,2655.4
Wheat,80,Upper_Egypt,Winter,Loamy,1.782,142.6
Wheat,220,NewLands,Winter,Loamy,3.1691,697.2
Rice,692,Delta,Summer,Clay,4.828,3341.0
Sugarcane,92,Upper_Egypt,Nile,Loamy,55.886,5141.5
Wheat,349,Sinai,Winter,Clay,2.733,953.8
Cotton,46,Delta,Summer,Clay,1.313,60.4
Fava Beans,176,Upper_Egypt,Winter,Clay,5.4,950.4
Maize,356,Delta,Summer,Calcareous,2.707,963.7
Maize,191,Delta,Summer,Clay,3.395,648.4
Sugarcane,257,Upper_Egypt,Summer,Sandy,42.609,10950.5
Wheat,260,Upper_Egypt,Winter,Clay,1.809,470.3
Sugarcane,189,NewLands,Summer,Clay,44.17,8348.1
Potato,100,North_Coast,Winter,Sandy,12.115,1211.5
Tomato,94,Delta,Winter,Clay,12.461,1171.3
Sugarcane,597,Upper_Egypt,Nile,Loamy,41.961,25050.7
Maize,381,North_Coast,Summer,Sandy,1.514,576.8
Sugarcane,996,NewLands,Nile,Clay,35.192,35051.2
Maize,508,Delta,Summer,Calcareous,2.718,1380.7
Rice,270,Delta,Summer,Clay,3.801,1026.3
Sugarcane,480,Upper_Egypt,Summer,Clay,53.054,25465.9
Fava Beans,151,Sinai,Winter,Loamy,5.39,813.9
Potato,65,North_Coast,Summer,Clay,11.078,720.1
Tomato,42,Sinai,Summer,Loamy,17.658,741.6
Sugarcane,482,Upper_Egypt,Summer,Clay,54.854,26439.6
Tomato,153,Upper_Egypt,Nile,Loamy,15.966,2442.8
Wheat,480,Upper_Egypt,Nile,Sandy,2.128,1021.4
Rice,699,Delta,Summer,Clay,4.13,2886.9
Rice,441,Delta,Nile,Loamy,3.628,1599.9
Sugarcane,428,NewLands,Nile,Sandy,34.285,14674.0
Cotton,225,Delta,Summer,Clay,1.297,291.8
Tomato,164,Upper_Egypt,Nile,Loamy,13.654,2239.3
Potato,32,Sinai,Winter,Loamy,11.549,369.6
Fava Beans,183,North_Coast,Winter,Loamy,6.483,1186.4
Rice,85,NewLands,Nile,Loamy,2.314,196.7
Tomato,82,Sinai,Winter,Loamy,19.197,1574.2
Cotton,207,Upper_Egypt,Nile,Clay,0.863,178.6
Cotton,22,Upper_Egypt,Summer,Sandy,1.418,31.2
Tomato,172,North_Coast,Nile,Loamy,19.822,3409.4
Potato,187,NewLands,Nile,Sandy,12.162,2274.3
Wheat,29,Delta,Winter,Loamy,2.878,83.5
Potato,181,North_Coast,Winter,Loamy,14.933,2702.9
Wheat,215,NewLands,Winter,Clay,2.649,569.5
Fava Beans,89,Sinai,Winter,Loamy,4.334,385.7
Rice,119,Delta,Summer,Clay,1.7865000000000002,212.6
Fava Beans,148,Sinai,Winter,Clay,3.523,521.4
Fava Beans,4,Upper_Egypt,Winter,Clay,5.65,22.6
Tomato,133,Delta,Summer,Sandy,16.41,2182.5
Fava Beans,64,Sinai,Winter,Sandy,2.618,167.6
Rice,67,North_Coast,Summer,Clay,5.120720000000001,343.1
Sugarcane,547,Upper_Egypt,Summer,Clay,52.135,28517.8
Cotton,214,Upper_Egypt,Summer,Clay,0.978,209.3
Rice,95,Delta,Summer,Clay,4.278,406.4
Cotton,155,Upper_Egypt,Summer,Clay,1.42,220.1
Sugarcane,815,Upper_Egypt,Summer,Clay,56.327,45906.5
Rice,638,Delta,Summer,Clay,4.185,2670.0
Fava Beans,191,Delta,Winter,Calcareous,4.754,908.0
Tomato,99,North_Coast,Winter,Loamy,15.151,1499.9
Tomato,102,North_Coast,Winter,Loamy,13.521,1379.1
Rice,713,Delta,Summer,Clay,4.609,3286.2
Maize,815,NewLands,Summer,Clay,2.531,2062.8
Rice,457,North_Coast,Summer,Clay,4.522,2066.6
Fava Beans,39,Delta,Winter,Clay,6.993,272.7
Wheat,313,Delta,Winter,Sandy,2.193,686.4
Sugarcane,388,Upper_Egypt,Summer,Sandy,36.011,13972.3
Tomato,21,Delta,Nile,Sandy,13.412,281.7
Tomato,106,Sinai,Summer,Sandy,14.486,1535.5
Cotton,200,Delta,Summer,Sandy,1.041,208.2
Sugarcane,367,Upper_Egypt,Nile,Clay,52.633,19316.3
Wheat,478,Upper_Egypt,Winter,Loamy,2.663,1272.9
Fava Beans,117,Upper_Egypt,Winter,Loamy,5.428,635.1
Maize,172,Upper_Egypt,Summer,Loamy,2.568,441.7
Tomato,182,Sinai,Nile,Sandy,9.755,1775.4
Tomato,185,Delta,Winter,Clay,12.583,2327.9
Rice,399,Delta,Summer,Clay,4.73,1887.3
Cotton,13,Upper_Egypt,Summer,Sandy,0.871,11.3
Fava Beans,146,Delta,Nile,Sandy,4.76,695.0
Sugarcane,493,Upper_Egypt,Summer,Clay,61.66886000000001,30402.7
Potato,189,Sinai,Winter,Sandy,11.723,2215.6
Rice,668,NewLands,Summer,Clay,4.893,3268.5
Cotton,274,Upper_Egypt,Summer,Clay,0.99,271.3
Fava Beans,162,Sinai,Winter,Clay,3.824,619.5
Cotton,257,Upper_Egypt,Summer,Calcareous,1.074,276.0
Maize,785,Upper_Egypt,Summer,Clay,2.571,2018.2
Potato,254,Sinai,Winter,Sandy,15.736,3996.9
Sugarcane,221,NewLands,Summer,Clay,52.578,11619.7
Tomato,88,Sinai,Winter,Sandy,15.829,1393.0
Rice,345,Delta,Summer,Clay,3.565,1229.9
Maize,806,NewLands,Summer,Sandy,1.426,1149.4
Wheat,245,NewLands,Winter,Loamy,3.054,748.2
Potato,143,North_Coast,Winter,Sandy,11.287,1614.0
Wheat,281,Sinai,Winter,Loamy,2.82,792.4
Maize,200,NewLands,Summer,Loamy,2.742,548.4
Rice,195,Delta,Summer,Loamy,4.346,847.5
Wheat,167,Upper_Egypt,Winter,Loamy,2.748,458.9
Rice,167,Delta,Nile,Clay,4.764,795.6
Tomato,21,Upper_Egypt,Nile,Loamy,12.587,264.3
Tomato,101,Delta,Nile,Loamy,17.551,1772.7
Fava Beans,51,Delta,Winter,Clay,6.511,332.1
Rice,332,Delta,Summer,Clay,4.817,1599.2
Potato,113,NewLands,Winter,Loamy,9.583,1082.9
Potato,126,NewLands,Winter,Loamy,11.139,1403.5
Tomato,149,Sinai,Summer,Clay,12.083,1800.4
Potato,205,North_Coast,Summer,Sandy,9.744,1997.5
Tomato,50,North_Coast,Nile,Loamy,17.235,861.8
Sugarcane,726,Upper_Egypt,Nile,Clay,41.357,30025.2
Sugarcane,816,NewLands,Nile,Loamy,45.138,36832.6
Potato,214,NewLands,Winter,Loamy,10.801,2311.4
Rice,112,Delta,Summer,Clay,4.647,520.5
Fava Beans,150,Delta,Winter,Sandy,4.258,638.7
Fava Beans,195,Sinai,Nile,Sandy,4.36,850.2
Maize,80,Upper_Egypt,Nile,Loamy,2.805,224.4
Tomato,18,North_Coast,Nile,Loamy,15.315,275.7
Sugarcane,268,Upper_Egypt,Nile,Loamy,49.513,13269.5
Rice,374,Delta,Summer,Clay,2.561,957.8
Wheat,177,Delta,Winter,Clay,2.421,428.5
Rice,604,Delta,Nile,Clay,4.065,2455.3
Wheat,156,Sinai,Winter,Clay,1.847,288.1
Maize,440,Delta,Summer,Loamy,3.254,1431.8
Sugarcane,471,Upper_Egypt,Summer,Clay,56.189,26465.0
Fava Beans,160,Upper_Egypt,Winter,Sandy,3.314,530.2
Rice,346,Delta,Nile,Clay,3.306,1143.9
Maize,570,Delta,Summer,Clay,3.002,1711.1
Rice,493,Delta,Summer,Clay,4.691,2312.7
Wheat,312,North_Coast,Winter,Loamy,2.981,930.1
Sugarcane,724,Upper_Egypt,Summer,Loamy,59.424,43023.0
Maize,357,NewLands,Summer,Loamy,2.453,875.7
Maize,344,Upper_Egypt,Summer,Sandy,1.947,669.8
Fava Beans,190,Delta,Winter,Calcareous,5.448,1035.1
Wheat,488,Upper_Egypt,Winter,Sandy,2.362,1152.7
Potato,146,Delta,Winter,Sandy,15.976840000000003,2332.6
Potato,60,Sinai,Nile,Sandy,9.277,556.6
Wheat,39,Sinai,Winter,Clay,1.982,77.3
Fava Beans,60,North_Coast,Winter,Clay,2.812,168.7
Cotton,277,Delta,Summer,Sandy,1.131,313.3
Cotton,115,NewLands,Summer,Sandy,0.895,102.9
Cotton,227,Upper_Egypt,Summer,Loamy,1.026,232.9
Tomato,156,Upper_Egypt,Summer,Loamy,12.671,1976.7
Tomato,11,Upper_Egypt,Summer,Loamy,11.157,122.7
Sugarcane,495,Upper_Egypt,Summer,Loamy,54.291,26874.0
Tomato,2,Sinai,Nile,Loamy,18.685,37.4
Wheat,187,Delta,Winter,Loamy,1.44,269.3
Wheat,348,Upper_Egypt,Winter,Sandy,2.357,820.2
Tomato,95,Delta,Nile,Loamy,15.945,1514.8
Rice,129,Delta,Summer,Clay,4.526,583.9
Wheat,256,Delta,Nile,Clay,2.521,645.4
Maize,115,Delta,Summer,Sandy,2.996,344.5
Fava Beans,30,Delta,Winter,Clay,4.019,120.6
Wheat,372,North_Coast,Nile,Clay,2.001,744.4
Tomato,121,Upper_Egypt,Nile,Clay,14.233,1722.2
Tomato,85,Upper_Egypt,Winter,Sandy,13.495,1147.1
Potato,40,Sinai,Winter,Loamy,10.583,423.3
Fava Beans,166,Upper_Egypt,Winter,Clay,5.269,874.7
Rice,115,NewLands,Summer,Clay,3.031,348.6
Wheat,143,Upper_Egypt,Winter,Loamy,3.002,429.3
Maize,492,NewLands,Summer,Sandy,1.916,942.7
Potato,191,Sinai,Winter,Loamy,10.188,1945.9
Potato,41,North_Coast,Nile,Loamy,9.467,388.1
Rice,337,Delta,Summer,Clay,4.341,1462.9
Potato,36,North_Coast,Nile,Sandy,11.51,414.4
Potato,223,Sinai,Summer,Loamy,13.17,2936.9
Rice,388,NewLands,Summer,Clay,3.915,1519.0
Potato,270,Delta,Nile,Sandy,11.536,3114.7
Maize,989,Delta,Summer,Sandy,1.874,1853.4
